Id,tipo,bairro,tipo_vendedor,quartos,suites,vagas,area_util,area_extra,diferenciais,churrasqueira,estacionamento,piscina,playground,quadra,s_festas,s_jogos,s_ginastica,sauna,vista_mar,preco
3234,Apartamento,Boa Viagem,Imobiliaria,2,1,1,47,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,328400.0
3235,Apartamento,Rosarinho,Imobiliaria,3,0,2,58,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,580000.0
3236,Apartamento,Jaqueira,Imobiliaria,5,5,4,312,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,3000000.0
3237,Apartamento,Jaqueira,Imobiliaria,1,0,1,29,0,piscina,0,0,1,0,0,0,0,0,0,0,254200.0
3238,Apartamento,Tamarineira,Imobiliaria,4,4,3,190,0,piscina e copa,0,0,1,0,0,0,0,0,0,0,1900000.0
3239,Apartamento,Rosarinho,Imobiliaria,3,1,2,103,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,695000.0
3240,Apartamento,Boa Viagem,Imobiliaria,2,0,1,83,0,copa,0,0,0,0,0,0,0,0,0,0,330000.0
3241,Apartamento,Imbiribeira,Imobiliaria,1,1,0,44,0,nenhum,0,0,0,0,0,0,0,0,0,0,190000.0
3242,Apartamento,Boa Viagem,Imobiliaria,3,1,2,100,68,churrasqueira e copa,1,0,0,0,0,0,0,0,0,0,560000.0
3243,Apartamento,Boa Viagem,Imobiliaria,3,1,2,102,0,nenhum,0,0,0,0,0,0,0,0,0,0,750000.0
3244,Apartamento,Boa Viagem,Imobiliaria,3,1,2,93,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,630000.0
3245,Apartamento,Boa Viagem,Imobiliaria,4,3,2,136,62,nenhum,0,0,0,0,0,0,0,0,0,0,850000.0
3246,Casa,Pina,Imobiliaria,5,2,4,1000,500,piscina e copa,0,0,1,0,0,0,0,0,0,0,3500000.0
3247,Casa,Iputinga,Imobiliaria,3,0,1,69,4,piscina,0,0,1,0,0,0,0,0,0,0,270000.0
3248,Casa,Madalena,Imobiliaria,2,2,2,147,135,churrasqueira,1,0,0,0,0,0,0,0,0,0,1300000.0
3249,Apartamento,Casa Amarela,Imobiliaria,3,1,2,77,0,nenhum,0,0,0,0,0,0,0,0,0,0,510000.0
3250,Apartamento,Boa Viagem,Pessoa Fisica,2,1,1,48,7,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,265000.0
3251,Apartamento,Setubal,Imobiliaria,3,3,3,125,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,790000.0
3252,Apartamento,Gracas,Imobiliaria,1,0,1,33,0,salao de festas,0,0,0,0,0,1,0,0,0,0,260000.0
3253,Casa,Iputinga,Imobiliaria,3,2,2,86,0,nenhum,0,0,0,0,0,0,0,0,0,0,360000.0
3254,Apartamento,Jaqueira,Imobiliaria,4,4,7,335,0,salao de festas e vestiario,0,0,0,0,0,1,0,0,0,0,2000000.0
3255,Apartamento,Casa Amarela,Imobiliaria,3,1,2,77,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,450000.0
3256,Apartamento,Madalena,Imobiliaria,4,4,3,207,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1100000.0
3257,Apartamento,Boa Viagem,Pessoa Fisica,3,1,1,87,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,470000.0
3258,Apartamento,Boa Viagem,Pessoa Fisica,2,1,1,72,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,570000.0
3259,Apartamento,Aflitos,Imobiliaria,1,1,1,52,0,piscina e sala de ginastica,0,0,1,0,0,0,0,1,0,0,255000.0
3260,Apartamento,Madalena,Imobiliaria,2,1,1,44,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,364000.0
3261,Apartamento,Cordeiro,Imobiliaria,3,1,1,60,0,nenhum,0,0,0,0,0,0,0,0,0,0,249000.0
3262,Apartamento,Parnamirim,Imobiliaria,1,0,1,35,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,375000.0
3263,Apartamento,Rosarinho,Imobiliaria,2,1,1,54,0,playground e quadra poliesportiva,0,0,0,1,1,0,0,0,0,0,360000.0
3264,Apartamento,Boa Viagem,Imobiliaria,2,1,0,61,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,349000.0
3265,Apartamento,Casa Forte,Imobiliaria,4,2,2,139,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1000000.0
3266,Apartamento,Boa Viagem,Imobiliaria,4,2,2,187,0,salao de festas,0,0,0,0,0,1,0,0,0,0,980000.0
3267,Apartamento,Boa Viagem,Imobiliaria,3,1,1,110,0,nenhum,0,0,0,0,0,0,0,0,0,0,320000.0
3268,Apartamento,Casa Forte,Imobiliaria,4,4,3,374,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1800000.0
3269,Apartamento,Boa Viagem,Imobiliaria,2,1,1,61,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,457000.0
3270,Apartamento,Torre,Imobiliaria,3,1,1,75,0,churrasqueira,1,0,0,0,0,0,0,0,0,0,400000.0
3271,Apartamento,Encruzilhada,Imobiliaria,3,1,1,78,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,450000.0
3272,Apartamento,Cordeiro,Imobiliaria,3,1,2,97,0,estacionamento visitantes,0,1,0,0,0,0,0,0,0,0,260000.0
3273,Apartamento,Boa Viagem,Imobiliaria,2,1,1,53,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,350000.0
3274,Apartamento,Boa Viagem,Imobiliaria,2,1,1,57,0,nenhum,0,0,0,0,0,0,0,0,0,0,512000.0
3275,Apartamento,Madalena,Imobiliaria,3,0,1,144,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,430000.0
3276,Apartamento,Boa Viagem,Imobiliaria,1,0,1,34,0,sauna e salao de festas,0,0,0,0,0,1,0,0,1,0,380000.0
3277,Apartamento,Apipucos,Imobiliaria,4,4,3,204,0,sauna e copa,0,0,0,0,0,0,0,0,1,0,1300000.0
3278,Apartamento,Boa Viagem,Imobiliaria,3,1,1,107,0,copa,0,0,0,0,0,0,0,0,0,0,480000.0
3279,Apartamento,Rosarinho,Imobiliaria,3,1,2,82,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,500000.0
3280,Apartamento,Boa Viagem,Imobiliaria,1,1,1,43,0,nenhum,0,0,0,0,0,0,0,0,0,0,620000.0
3281,Apartamento,Campo Grande,Imobiliaria,3,1,1,70,0,salao de festas,0,0,0,0,0,1,0,0,0,0,330000.0
3282,Apartamento,Aflitos,Imobiliaria,4,1,1,170,0,churrasqueira e copa,1,0,0,0,0,0,0,0,0,0,550000.0
3283,Apartamento,Cordeiro,Imobiliaria,2,0,1,42,0,estacionamento visitantes,0,1,0,0,0,0,0,0,0,0,185000.0
3284,Apartamento,Hipodromo,Imobiliaria,3,1,1,79,0,nenhum,0,0,0,0,0,0,0,0,0,0,352000.0
3285,Apartamento,Espinheiro,Imobiliaria,3,1,1,112,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,400000.0
3286,Apartamento,Casa Amarela,Imobiliaria,3,1,1,72,0,nenhum,0,0,0,0,0,0,0,0,0,0,400000.0
3287,Apartamento,Boa Viagem,Imobiliaria,3,3,3,170,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,990000.0
3288,Apartamento,Poco da Panela,Imobiliaria,3,1,2,86,0,piscina e sala de ginastica,0,0,1,0,0,0,0,1,0,0,562000.0
3289,Apartamento,Rosarinho,Imobiliaria,2,1,2,86,0,piscina,0,0,1,0,0,0,0,0,0,0,570000.0
3290,Apartamento,Boa Viagem,Imobiliaria,4,1,2,259,0,nenhum,0,0,0,0,0,0,0,0,0,0,1700000.0
3291,Apartamento,Tejipio,Imobiliaria,2,0,1,45,0,churrasqueira e copa,1,0,0,0,0,0,0,0,0,0,170000.0
3292,Apartamento,Boa Viagem,Imobiliaria,4,3,2,190,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,850000.0
3293,Apartamento,Boa Viagem,Imobiliaria,4,2,2,147,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1465000.0
3294,Apartamento,Encruzilhada,Imobiliaria,3,1,1,62,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,379000.0
3295,Apartamento,Jaqueira,Imobiliaria,3,2,2,143,65,piscina e playground,0,0,1,1,0,0,0,0,0,0,1050000.0
3296,Apartamento,Casa Amarela,Imobiliaria,2,1,1,52,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,408000.0
3297,Apartamento,Boa Viagem,Imobiliaria,2,0,1,68,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,410000.0
3298,Apartamento,Boa Viagem,Imobiliaria,4,4,3,185,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1450000.0
3299,Apartamento,Boa Viagem,Pessoa Fisica,3,1,2,108,0,nenhum,0,0,0,0,0,0,0,0,0,0,1000000.0
3300,Apartamento,Casa Amarela,Imobiliaria,3,1,1,74,21,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,365000.0
3301,Apartamento,Tamarineira,Imobiliaria,2,0,0,66,11,nenhum,0,0,0,0,0,0,0,0,0,0,300000.0
3302,Apartamento,Boa Viagem,Imobiliaria,4,4,5,385,0,sala de ginastica,0,0,0,0,0,0,0,1,0,0,4000000.0
3303,Apartamento,Boa Viagem,Imobiliaria,4,2,3,167,0,copa e playground,0,0,0,1,0,0,0,0,0,0,1600000.0
3304,Apartamento,Boa Vista,Imobiliaria,2,0,2,73,0,nenhum,0,0,0,0,0,0,0,0,0,0,215000.0
3305,Apartamento,Casa Amarela,Imobiliaria,2,0,1,45,0,playground e sala de ginastica,0,0,0,1,0,0,0,1,0,0,260000.0
3306,Apartamento,Cid Universitaria,Imobiliaria,2,0,1,65,0,nenhum,0,0,0,0,0,0,0,0,0,0,158000.0
3307,Apartamento,Boa Viagem,Imobiliaria,2,1,1,65,0,nenhum,0,0,0,0,0,0,0,0,0,0,340000.0
3308,Apartamento,Campo Grande,Imobiliaria,3,1,1,79,0,nenhum,0,0,0,0,0,0,0,0,0,0,360000.0
3309,Apartamento,Torreao,Imobiliaria,3,1,2,108,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,490000.0
3310,Apartamento,Torre,Imobiliaria,3,1,0,60,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,380000.0
3311,Apartamento,Boa Viagem,Imobiliaria,2,1,1,66,0,salao de festas,0,0,0,0,0,1,0,0,0,0,380000.0
3312,Apartamento,Rosarinho,Imobiliaria,3,1,2,86,0,nenhum,0,0,0,0,0,0,0,0,0,0,540000.0
3313,Apartamento,Parnamirim,Imobiliaria,4,2,2,200,0,nenhum,0,0,0,0,0,0,0,0,0,0,1210000.0
3314,Apartamento,Jaqueira,Imobiliaria,3,1,2,68,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,480000.0
3315,Apartamento,Boa Viagem,Imobiliaria,3,1,2,84,0,nenhum,0,0,0,0,0,0,0,0,0,0,800000.0
3316,Apartamento,Encruzilhada,Imobiliaria,3,1,3,165,0,campo de futebol e playground,0,0,0,1,1,0,0,0,0,0,650000.0
3317,Apartamento,Boa Viagem,Imobiliaria,1,0,1,32,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,200000.0
3318,Apartamento,Boa Viagem,Imobiliaria,4,2,2,136,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1140000.0
3319,Apartamento,Encruzilhada,Imobiliaria,2,1,1,45,0,piscina e estacionamento visitantes,0,1,1,0,0,0,0,0,0,0,255000.0
3320,Apartamento,Tamarineira,Imobiliaria,4,2,2,172,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,850000.0
3321,Apartamento,Casa Forte,Imobiliaria,4,2,2,250,0,frente para o mar e copa,0,0,0,0,0,0,0,0,0,1,990000.0
3322,Apartamento,Campo Grande,Imobiliaria,3,1,1,74,0,copa,0,0,0,0,0,0,0,0,0,0,273000.0
3323,Casa,Poco da Panela,Imobiliaria,3,1,3,257,0,nenhum,0,0,0,0,0,0,0,0,0,0,680000.0
3324,Apartamento,Casa Amarela,Imobiliaria,2,1,1,69,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,350000.0
3325,Apartamento,Campo Grande,Imobiliaria,3,1,1,70,0,salao de festas,0,0,0,0,0,1,0,0,0,0,330000.0
3326,Apartamento,Jaqueira,Imobiliaria,1,1,1,39,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,270000.0
3327,Apartamento,Torre,Imobiliaria,3,1,1,113,0,playground,0,0,0,1,0,0,0,0,0,0,440000.0
3328,Apartamento,Boa Vista,Imobiliaria,1,0,1,40,0,playground e sala de ginastica,0,0,0,1,0,0,0,1,0,0,265000.0
3329,Apartamento,Parnamirim,Imobiliaria,4,1,2,170,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,850000.0
3330,Apartamento,Boa Viagem,Imobiliaria,3,1,2,80,0,nenhum,0,0,0,0,0,0,0,0,0,0,330000.0
3331,Apartamento,Espinheiro,Imobiliaria,4,1,2,141,0,piscina e hidromassagem,0,0,1,0,0,0,0,0,0,0,770000.0
3332,Apartamento,Boa Viagem,Imobiliaria,2,1,1,60,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,450000.0
3333,Apartamento,Boa Viagem,Imobiliaria,3,1,2,81,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,487200.0
3334,Apartamento,Encruzilhada,Imobiliaria,3,1,1,62,0,piscina e esquina,0,0,1,0,0,0,0,0,0,0,360000.0
3335,Apartamento,Boa Viagem,Imobiliaria,2,0,1,55,22,salao de festas,0,0,0,0,0,1,0,0,0,0,255000.0
3336,Apartamento,Boa Viagem,Imobiliaria,3,1,2,135,0,nenhum,0,0,0,0,0,0,0,0,0,0,500000.0
3337,Casa,Apipucos,Imobiliaria,5,1,4,320,0,nenhum,0,0,0,0,0,0,0,0,0,0,1300000.0
3338,Apartamento,Madalena,Imobiliaria,3,1,2,86,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,622000.0
3339,Apartamento,Boa Viagem,Imobiliaria,3,1,1,66,10,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,462000.0
3340,Apartamento,Pina,Imobiliaria,3,1,1,71,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,430000.0
3341,Apartamento,Boa Viagem,Imobiliaria,4,4,2,185,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1220630.0
3342,Apartamento,Madalena,Imobiliaria,3,1,2,86,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,609017.0
3343,Apartamento,Casa Amarela,Imobiliaria,3,1,2,98,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,650000.0
3344,Apartamento,Espinheiro,Imobiliaria,3,1,1,92,0,copa,0,0,0,0,0,0,0,0,0,0,300000.0
3345,Apartamento,Casa Amarela,Imobiliaria,3,1,0,79,0,salao de festas e salao de jogos,0,0,0,0,0,1,1,0,0,0,460410.0
3346,Apartamento,Torre,Imobiliaria,2,1,2,53,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,281036.0
3347,Apartamento,Boa Viagem,Imobiliaria,4,1,2,170,0,copa,0,0,0,0,0,0,0,0,0,0,945000.0
3348,Apartamento,Espinheiro,Imobiliaria,3,1,1,133,56,copa e playground,0,0,0,1,0,0,0,0,0,0,550000.0
3349,Apartamento,Madalena,Imobiliaria,3,1,2,102,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,670000.0
3350,Apartamento,Derby,Imobiliaria,4,3,2,262,100,piscina,0,0,1,0,0,0,0,0,0,0,1100000.0
3351,Apartamento,Jaqueira,Imobiliaria,3,3,2,126,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,795000.0
3352,Apartamento,Madalena,Imobiliaria,3,1,2,92,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,550000.0
3353,Apartamento,Madalena,Pessoa Fisica,2,1,1,53,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,360000.0
3354,Apartamento,Boa Viagem,Imobiliaria,3,0,2,122,0,churrasqueira,1,0,0,0,0,0,0,0,0,0,918000.0
3355,Apartamento,Boa Viagem,Imobiliaria,1,0,1,31,0,nenhum,0,0,0,0,0,0,0,0,0,0,230000.0
3356,Apartamento,Casa Amarela,Imobiliaria,3,1,2,96,0,piscina e children care,0,0,1,0,0,0,0,0,0,0,690000.0
3357,Apartamento,Boa Viagem,Imobiliaria,3,1,2,98,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,480000.0
3358,Casa,Poco da Panela,Imobiliaria,5,5,10,940,360,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,4400000.0
3359,Casa,Iputinga,Imobiliaria,2,1,1,87,125,nenhum,0,0,0,0,0,0,0,0,0,0,350000.0
3360,Apartamento,Encruzilhada,Imobiliaria,3,1,0,64,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,392793.0
3361,Apartamento,Boa Viagem,Imobiliaria,4,4,4,385,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,3000000.0
3362,Apartamento,Boa Viagem,Imobiliaria,3,1,1,158,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,560000.0
3363,Apartamento,Boa Viagem,Imobiliaria,3,1,2,90,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,650000.0
3364,Apartamento,Rosarinho,Imobiliaria,3,1,0,69,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,470000.0
3365,Apartamento,Campo Grande,Imobiliaria,2,1,1,55,0,piscina,0,0,1,0,0,0,0,0,0,0,250791.0
3366,Apartamento,Madalena,Imobiliaria,3,1,2,84,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,606900.0
3367,Apartamento,Espinheiro,Imobiliaria,4,2,2,170,51,nenhum,0,0,0,0,0,0,0,0,0,0,810000.0
3368,Apartamento,Aflitos,Imobiliaria,3,0,1,110,0,nenhum,0,0,0,0,0,0,0,0,0,0,295000.0
3369,Apartamento,Boa Viagem,Imobiliaria,2,1,1,52,37,nenhum,0,0,0,0,0,0,0,0,0,0,310000.0
3370,Casa,Macaxeira,Imobiliaria,3,1,6,250,478,copa,0,0,0,0,0,0,0,0,0,0,1500000.0
3371,Apartamento,Boa Viagem,Imobiliaria,3,1,2,95,0,piscina e estacionamento visitantes,0,1,1,0,0,0,0,0,0,0,607000.0
3372,Apartamento,Parnamirim,Imobiliaria,3,1,2,113,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,580000.0
3373,Apartamento,Boa Viagem,Imobiliaria,2,0,1,94,0,nenhum,0,0,0,0,0,0,0,0,0,0,350000.0
3374,Apartamento,Boa Viagem,Imobiliaria,3,0,1,74,0,nenhum,0,0,0,0,0,0,0,0,0,0,350000.0
3375,Apartamento,Boa Viagem,Imobiliaria,2,1,1,61,17,nenhum,0,0,0,0,0,0,0,0,0,0,230000.0
3376,Apartamento,Torreao,Pessoa Fisica,4,4,3,189,0,nenhum,0,0,0,0,0,0,0,0,0,0,600000.0
3377,Apartamento,Boa Viagem,Imobiliaria,4,2,3,270,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,2000000.0
3378,Apartamento,Iputinga,Imobiliaria,2,1,2,75,0,nenhum,0,0,0,0,0,0,0,0,0,0,200000.0
3379,Apartamento,Campo Grande,Imobiliaria,3,0,1,75,0,estacionamento visitantes,0,1,0,0,0,0,0,0,0,0,210000.0
3380,Apartamento,Madalena,Imobiliaria,4,1,2,164,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,800000.0
3381,Apartamento,Gracas,Imobiliaria,3,1,2,77,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,480000.0
3382,Casa,Poco da Panela,Imobiliaria,3,1,1,130,0,copa,0,0,0,0,0,0,0,0,0,0,650000.0
3383,Casa,Iputinga,Imobiliaria,3,2,1,86,0,nenhum,0,0,0,0,0,0,0,0,0,0,350000.0
3384,Apartamento,Boa Viagem,Imobiliaria,4,2,2,128,0,piscina e frente para o mar,0,0,1,0,0,0,0,0,0,1,1100000.0
3385,Apartamento,Boa Viagem,Imobiliaria,4,2,2,172,0,nenhum,0,0,0,0,0,0,0,0,0,0,2000000.0
3386,Apartamento,Torre,Imobiliaria,4,4,1,229,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1600000.0
3387,Apartamento,Casa Amarela,Imobiliaria,3,1,2,70,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,450000.0
3388,Apartamento,Rosarinho,Imobiliaria,3,3,2,120,0,sauna e playground,0,0,0,1,0,0,0,0,1,0,690000.0
3389,Casa,Apipucos,Pessoa Fisica,3,2,8,300,1100,nenhum,0,0,0,0,0,0,0,0,0,0,1400000.0
3390,Apartamento,Boa Viagem,Imobiliaria,3,1,2,80,0,piscina e copa,0,0,1,0,0,0,0,0,0,0,550000.0
3391,Apartamento,Boa Viagem,Imobiliaria,3,1,2,97,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,706000.0
3392,Apartamento,Boa Viagem,Imobiliaria,2,1,1,46,0,churrasqueira e sala de ginastica,1,0,0,0,0,0,0,1,0,0,302000.0
3393,Apartamento,Areias,Imobiliaria,2,0,1,55,0,nenhum,0,0,0,0,0,0,0,0,0,0,150000.0
3394,Apartamento,Tamarineira,Imobiliaria,4,2,2,135,0,piscina e sala de ginastica,0,0,1,0,0,0,0,1,0,0,800000.0
3395,Apartamento,Encruzilhada,Imobiliaria,2,1,1,58,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,370000.0
3396,Apartamento,Boa Viagem,Imobiliaria,4,4,5,401,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,5000000.0
3397,Apartamento,Boa Viagem,Imobiliaria,4,1,2,186,0,nenhum,0,0,0,0,0,0,0,0,0,0,800000.0
3398,Apartamento,Boa Viagem,Imobiliaria,2,0,1,75,15,nenhum,0,0,0,0,0,0,0,0,0,0,250000.0
3399,Apartamento,Boa Viagem,Imobiliaria,2,1,1,56,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,353500.0
3400,Apartamento,Cordeiro,Imobiliaria,3,0,1,75,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,190000.0
3401,Casa,Casa Forte,Imobiliaria,3,1,6,180,470,copa e esquina,0,0,0,0,0,0,0,0,0,0,1200000.0
3402,Apartamento,Boa Viagem,Imobiliaria,3,1,1,60,0,nenhum,0,0,0,0,0,0,0,0,0,0,371000.0
3403,Apartamento,Boa Viagem,Imobiliaria,4,2,3,162,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,1050000.0
3404,Apartamento,Rosarinho,Imobiliaria,4,4,2,136,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,850000.0
3405,Apartamento,Espinheiro,Imobiliaria,3,1,2,149,0,copa e playground,0,0,0,1,0,0,0,0,0,0,690000.0
3406,Apartamento,Espinheiro,Imobiliaria,4,2,3,135,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,850000.0
3407,Apartamento,Torre,Imobiliaria,3,1,1,63,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,384000.0
3408,Apartamento,Espinheiro,Imobiliaria,3,1,1,130,0,salao de festas,0,0,0,0,0,1,0,0,0,0,490000.0
3409,Apartamento,Boa Viagem,Imobiliaria,3,1,2,125,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,850000.0
3410,Apartamento,Boa Viagem,Imobiliaria,4,2,2,238,0,nenhum,0,0,0,0,0,0,0,0,0,0,1100000.0
3411,Apartamento,Boa Vista,Imobiliaria,1,0,1,32,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,234000.0
3412,Apartamento,Boa Viagem,Imobiliaria,3,1,2,167,0,nenhum,0,0,0,0,0,0,0,0,0,0,600000.0
3413,Apartamento,Boa Vista,Imobiliaria,3,1,1,92,0,piscina e salao de festas,0,0,1,0,0,1,0,0,0,0,370000.0
3414,Apartamento,Madalena,Imobiliaria,4,4,3,203,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,1400000.0
3415,Apartamento,Imbiribeira,Imobiliaria,2,0,0,45,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,240000.0
3416,Apartamento,Iputinga,Imobiliaria,3,0,1,88,0,estacionamento visitantes e salao de festas,0,1,0,0,0,1,0,0,0,0,350000.0
3417,Casa,Cordeiro,Imobiliaria,4,2,2,116,0,churrasqueira,1,0,0,0,0,0,0,0,0,0,500000.0
3418,Apartamento,Varzea,Imobiliaria,3,1,1,62,0,estacionamento visitantes e salao de festas,0,1,0,0,0,1,0,0,0,0,320000.0
3419,Apartamento,Encruzilhada,Imobiliaria,3,1,2,79,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,460000.0
3420,Apartamento,Casa Forte,Imobiliaria,1,0,1,41,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,290000.0
3421,Apartamento,Boa Viagem,Imobiliaria,3,1,2,80,50,salao de festas,0,0,0,0,0,1,0,0,0,0,760000.0
3422,Apartamento,Boa Viagem,Imobiliaria,4,4,3,218,0,piscina e frente para o mar,0,0,1,0,0,0,0,0,0,1,3100000.0
3423,Apartamento,Espinheiro,Imobiliaria,3,1,1,60,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,375000.0
3424,Apartamento,Boa Viagem,Imobiliaria,4,2,2,124,0,piscina e copa,0,0,1,0,0,0,0,0,0,0,551419.0
3425,Apartamento,Gracas,Imobiliaria,3,0,1,98,0,copa e playground,0,0,0,1,0,0,0,0,0,0,430000.0
3426,Apartamento,Ilha do Retiro,Imobiliaria,2,0,1,68,0,playground e salao de festas,0,0,0,1,0,1,0,0,0,0,270000.0
3427,Apartamento,Madalena,Imobiliaria,3,1,1,65,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,554000.0
3428,Apartamento,Torre,Imobiliaria,2,0,1,55,28,playground e quadra poliesportiva,0,0,0,1,1,0,0,0,0,0,260000.0
3429,Apartamento,Tamarineira,Imobiliaria,3,1,1,62,0,playground e sala de ginastica,0,0,0,1,0,0,0,1,0,0,380000.0
3430,Apartamento,Ilha do Retiro,Imobiliaria,4,2,3,113,0,playground,0,0,0,1,0,0,0,0,0,0,590000.0
3431,Apartamento,Boa Viagem,Imobiliaria,4,4,3,175,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,1200000.0
3432,Apartamento,Espinheiro,Imobiliaria,2,1,1,60,0,piscina e playground,0,0,1,1,0,0,0,0,0,0,420000.0
3433,Apartamento,Madalena,Imobiliaria,4,2,2,110,0,playground,0,0,0,1,0,0,0,0,0,0,680000.0
3434,Apartamento,Campo Grande,Imobiliaria,3,1,2,92,0,copa,0,0,0,0,0,0,0,0,0,0,270000.0
3435,Apartamento,Espinheiro,Imobiliaria,3,1,2,80,0,piscina e sauna,0,0,1,0,0,0,0,0,1,0,400000.0
3436,Apartamento,Piedade,Imobiliaria,1,0,1,34,0,nenhum,0,0,0,0,0,0,0,0,0,0,160000.0
3437,Apartamento,Boa Viagem,Imobiliaria,2,0,1,79,0,piscina e churrasqueira,1,0,1,0,0,0,0,0,0,0,380000.0
3438,Apartamento,Cordeiro,Imobiliaria,2,1,1,61,0,piscina e campo de futebol,0,0,1,0,1,0,0,0,0,0,385000.0
3439,Apartamento,Setubal,Imobiliaria,2,0,0,68,20,nenhum,0,0,0,0,0,0,0,0,0,0,200000.0
